generation,first_front_size,best_preference,min_cost,min_time,min_co2,avg_penalty,avg_nutrient_penalty,avg_diversity_penalty,avg_diversity,front_objectives,algorithm,user_id,diversity_label,archive_size,non_dominated_size,average_penalty,average_diversity,hypervolume
22,20.0,81.60000000000001,3.29,5.0,6.3,0.886022199356845,0.886022199356845,0.0,6.9,"[[-81.19530097723134, 34.624699022768674, 515.4046990227687], [-3.598553784582238, 8.13144621541776, 8.901446215417762], [-11.568024735435634, 7.301975264564367, 97.53197526456437], [2.341327457084428, 7.331327457084428, 69.04132745708444], [-61.814437677499996, 16.7755623225, 580.1855623225], [-81.19530097723134, 34.624699022768674, 515.4046990227687], [-73.31278080654126, 22.467219193458764, 520.1872191934588], [-56.36219776538462, 24.867802234615382, 320.2378022346154], [-62.69655945983454, 30.073440540165464, 290.4034405401655], [-76.59841926217413, 28.261580737825877, 439.3015807378259], [-41.2, 18.31, 172.0], [-23.78303057692308, 10.786969423076922, 270.01696942307694], [-51.49639529615384, 14.643604703846155, 457.30360470384613], [-44.99993093295922, 18.610069067040786, 167.00006906704078], [-22.047960500000002, 9.442039499999998, 330.0520395], [-35.43796361729081, 10.54203638270919, 425.0620363827092], [-44.899478425, 12.700521575, 385.100521575], [-12.203898948205527, 8.366101051794473, 102.39610105179447], [-61.814437677499996, 16.7755623225, 580.1855623225], [-64.49621205, 18.32378795, 389.00378795]]",nsga2,1,div_off,,,,,2367637.563281677
23,20.0,81.60000000000001,3.29,5.0,6.3,1.102243766349889,1.102243766349889,0.0,6.55,"[[-81.19530097723134, 34.624699022768674, 515.4046990227687], [-3.598553784582238, 8.13144621541776, 8.901446215417762], [-11.568024735435634, 7.301975264564367, 97.53197526456437], [2.341327457084428, 7.331327457084428, 69.04132745708444], [-61.814437677499996, 16.7755623225, 580.1855623225], [-81.19530097723134, 34.624699022768674, 515.4046990227687], [-56.36219776538462, 24.867802234615382, 320.2378022346154], [-76.59841926217413, 28.261580737825877, 439.3015807378259], [-51.49639529615384, 14.643604703846155, 457.30360470384613], [-62.69655945983454, 30.073440540165464, 290.4034405401655], [-73.31278080654126, 22.467219193458764, 520.1872191934588], [-22.047960500000002, 9.442039499999998, 330.0520395], [-44.10136349072953, 15.14863650927047, 240.09863650927048], [-12.203898948205527, 8.366101051794473, 102.39610105179447], [-27.294514500000002, 8.925485499999999, 395.4054855], [-34.5, 13.39, 305.0], [-44.899478425, 12.700521575, 385.100521575], [-44.99993093295922, 18.610069067040786, 167.00006906704078], [-73.31278080654126, 22.467219193458764, 520.1872191934588], [-3.598553784582238, 8.13144621541776, 8.901446215417762]]",nsga2,1,div_off,,,,,2347191.0007470814
24,20.0,81.60000000000001,3.29,5.0,6.3,0.9083230737945788,0.9083230737945788,0.0,6.7,"[[-81.19530097723134, 34.624699022768674, 515.4046990227687], [-3.598553784582238, 8.13144621541776, 8.901446215417762], [-11.568024735435634, 7.301975264564367, 97.53197526456437], [-61.814437677499996, 16.7755623225, 580.1855623225], [-81.19530097723134, 34.624699022768674, 515.4046990227687], [2.341327457084428, 7.331327457084428, 69.04132745708444], [-62.69655945983454, 30.073440540165464, 290.4034405401655], [-22.047960500000002, 9.442039499999998, 330.0520395], [-56.36219776538462, 24.867802234615382, 320.2378022346154], [-76.59841926217413, 28.261580737825877, 439.3015807378259], [-73.31278080654126, 22.467219193458764, 520.1872191934588], [-12.203898948205527, 8.366101051794473, 102.39610105179447], [-48.29512074999999, 20.704879249999998, 398.10487925], [-34.5, 13.39, 305.0], [-51.49639529615384, 14.643604703846155, 457.30360470384613], [-44.899478425, 12.700521575, 385.100521575], [-38.69606025000001, 14.763939750000002, 250.20393975], [-27.294514500000002, 8.925485499999999, 395.4054855], [-44.99993093295922, 18.610069067040786, 167.00006906704078], [-44.99993093295922, 18.610069067040786, 167.00006906704078]]",nsga2,1,div_off,,,,,2345051.1534176837
25,20.0,81.60000000000001,3.29,5.0,6.3,1.1748175187908754,1.1748175187908754,0.0,6.45,"[[-81.19530097723134, 34.624699022768674, 515.4046990227687], [-3.598553784582238, 8.13144621541776, 8.901446215417762], [-11.568024735435634, 7.301975264564367, 97.53197526456437], [-61.814437677499996, 16.7755623225, 580.1855623225], [2.341327457084428, 7.331327457084428, 69.04132745708444], [-81.19530097723134, 34.624699022768674, 515.4046990227687], [-62.69655945983454, 30.073440540165464, 290.4034405401655], [-73.31278080654126, 22.467219193458764, 520.1872191934588], [-76.59841926217413, 28.261580737825877, 439.3015807378259], [-56.36219776538462, 24.867802234615382, 320.2378022346154], [-48.29512074999999, 20.704879249999998, 398.10487925], [-51.49639529615384, 14.643604703846155, 457.30360470384613], [-36.480808749999994, 9.369191250000002, 320.31919125], [-18.623286150000002, 8.166713849999999, 380.27671385], [-27.294514500000002, 8.925485499999999, 395.4054855], [-37.23719719807692, 18.482802801923075, 205.76280280192307], [-12.203898948205527, 8.366101051794473, 102.39610105179447], [-16.4135075, 13.416492499999999, 233.2864925], [-34.5, 13.39, 305.0], [2.341327457084428, 7.331327457084428, 69.04132745708444]]",nsga2,1,div_off,,,,,2273839.270214398
26,20.0,81.60000000000001,3.29,5.0,6.3,0.9550524393433552,0.9550524393433552,0.0,7.25,"[[-81.19530097723134, 34.624699022768674, 515.4046990227687], [-3.598553784582238, 8.13144621541776, 8.901446215417762], [-11.568024735435634, 7.301975264564367, 97.53197526456437], [-81.19530097723134, 34.624699022768674, 515.4046990227687], [2.341327457084428, 7.331327457084428, 69.04132745708444], [-61.814437677499996, 16.7755623225, 580.1855623225], [-62.69655945983454, 30.073440540165464, 290.4034405401655], [-39.8814378925, 25.8385621075, 200.3185621075], [-76.59841926217413, 28.261580737825877, 439.3015807378259], [-67.7105440625, 22.9594559375, 460.1894559375], [-34.5, 13.39, 305.0], [-73.31278080654126, 22.467219193458764, 520.1872191934588], [-44.643344758981364, 18.73665524101864, 345.2566552410186], [-48.29512074999999, 20.704879249999998, 398.10487925], [-12.203898948205527, 8.366101051794473, 102.39610105179447], [-16.4135075, 13.416492499999999, 233.2864925], [-27.294514500000002, 8.925485499999999, 395.4054855], [-36.480808749999994, 9.369191250000002, 320.31919125], [-18.623286150000002, 8.166713849999999, 380.27671385], [-61.814437677499996, 16.7755623225, 580.1855623225]]",nsga2,1,div_off,,,,,2247716.288302151
27,20.0,81.60000000000001,3.29,5.0,6.3,0.9552166066500762,0.9552166066500762,0.0,7.3,"[[-81.19530097723134, 34.624699022768674, 515.4046990227687], [-3.598553784582238, 8.13144621541776, 8.901446215417762], [-11.568024735435634, 7.301975264564367, 97.53197526456437], [2.341327457084428, 7.331327457084428, 69.04132745708444], [-61.814437677499996, 16.7755623225, 580.1855623225], [-81.19530097723134, 34.624699022768674, 515.4046990227687], [-39.8814378925, 25.8385621075, 200.3185621075], [-67.7105440625, 22.9594559375, 460.1894559375], [-62.69655945983454, 30.073440540165464, 290.4034405401655], [-16.4135075, 13.416492499999999, 233.2864925], [-34.5, 13.39, 305.0], [-44.643344758981364, 18.73665524101864, 345.2566552410186], [-76.59841926217413, 28.261580737825877, 439.3015807378259], [-36.480808749999994, 9.369191250000002, 320.31919125], [-73.31278080654126, 22.467219193458764, 520.1872191934588], [-12.203898948205527, 8.366101051794473, 102.39610105179447], [-48.97703562078865, 21.192964379211343, 455.12296437921134], [-27.294514500000002, 8.925485499999999, 395.4054855], [-18.623286150000002, 8.166713849999999, 380.27671385], [-39.12923946057692, 15.860760539423076, 422.1707605394231]]",nsga2,1,div_off,,,,,2247820.120972472
28,20.0,81.60000000000001,3.29,5.0,6.3,0.9460646054353116,0.9460646054353116,0.0,7.25,"[[-81.19530097723134, 34.624699022768674, 515.4046990227687], [-3.598553784582238, 8.13144621541776, 8.901446215417762], [-11.568024735435634, 7.301975264564367, 97.53197526456437], [2.341327457084428, 7.331327457084428, 69.04132745708444], [-81.19530097723134, 34.624699022768674, 515.4046990227687], [-61.814437677499996, 16.7755623225, 580.1855623225], [-39.8814378925, 25.8385621075, 200.3185621075], [-73.31278080654126, 22.467219193458764, 520.1872191934588], [-67.7105440625, 22.9594559375, 460.1894559375], [-16.4135075, 13.416492499999999, 233.2864925], [-76.59841926217413, 28.261580737825877, 439.3015807378259], [-44.753978325, 18.236021674999996, 337.046021675], [-27.294514500000002, 8.925485499999999, 395.4054855], [-34.5, 13.39, 305.0], [-36.480808749999994, 9.369191250000002, 320.31919125], [-12.203898948205527, 8.366101051794473, 102.39610105179447], [-51.47616876923077, 18.033831230769234, 370.02383123076925], [-62.69655945983454, 30.073440540165464, 290.4034405401655], [-62.69655945983454, 30.073440540165464, 290.4034405401655], [-39.12923946057692, 15.860760539423076, 422.1707605394231]]",nsga2,1,div_off,,,,,2256866.506270528
29,20.0,81.60000000000001,3.29,5.0,6.3,0.944512880931866,0.944512880931866,0.0,7.1,"[[-81.19530097723134, 34.624699022768674, 515.4046990227687], [-3.598553784582238, 8.13144621541776, 8.901446215417762], [-11.568024735435634, 7.301975264564367, 97.53197526456437], [-61.814437677499996, 16.7755623225, 580.1855623225], [-81.19530097723134, 34.624699022768674, 515.4046990227687], [2.341327457084428, 7.331327457084428, 69.04132745708444], [-16.902250727317366, 12.127749272682632, 263.0977492726826], [-27.294514500000002, 8.925485499999999, 395.4054855], [-51.47616876923077, 18.033831230769234, 370.02383123076925], [-39.8814378925, 25.8385621075, 200.3185621075], [-73.31278080654126, 22.467219193458764, 520.1872191934588], [-12.203898948205527, 8.366101051794473, 102.39610105179447], [-76.59841926217413, 28.261580737825877, 439.3015807378259], [-67.7105440625, 22.9594559375, 460.1894559375], [-36.9877633326923, 19.33223666730769, 282.2122366673077], [-31.805142974999995, 13.734857025, 225.394857025], [-62.69655945983454, 30.073440540165464, 290.4034405401655], [-39.12923946057692, 15.860760539423076, 422.1707605394231], [-36.480808749999994, 9.369191250000002, 320.31919125], [-46.09992273989378, 13.450077260106223, 533.0000772601062]]",nsga2,1,div_off,,,,,2282331.588400724
30,20.0,81.60000000000001,3.29,5.0,6.3,0.932215928460712,0.932215928460712,0.0,7.1,"[[-81.19530097723134, 34.624699022768674, 515.4046990227687], [-3.598553784582238, 8.13144621541776, 8.901446215417762], [-11.568024735435634, 7.301975264564367, 97.53197526456437], [-61.814437677499996, 16.7755623225, 580.1855623225], [-81.19530097723134, 34.624699022768674, 515.4046990227687], [2.341327457084428, 7.331327457084428, 69.04132745708444], [-16.902250727317366, 12.127749272682632, 263.0977492726826], [-39.8814378925, 25.8385621075, 200.3185621075], [-76.59841926217413, 28.261580737825877, 439.3015807378259], [-62.69655945983454, 30.073440540165464, 290.4034405401655], [-67.7105440625, 22.9594559375, 460.1894559375], [-51.800000000000004, 15.040000000000001, 397.0], [-12.203898948205527, 8.366101051794473, 102.39610105179447], [-73.31278080654126, 22.467219193458764, 520.1872191934588], [-31.805142974999995, 13.734857025, 225.394857025], [-46.09992273989378, 13.450077260106223, 533.0000772601062], [-51.47616876923077, 18.033831230769234, 370.02383123076925], [-36.9877633326923, 19.33223666730769, 282.2122366673077], [-36.480808749999994, 9.369191250000002, 320.31919125], [-26.16969301, 12.770306989999998, 210.33030699]]",nsga2,1,div_off,,,,,2292766.397403162
31,20.0,81.60000000000001,3.29,5.0,6.3,0.932211294806866,0.932211294806866,0.0,7.05,"[[-81.19530097723134, 34.624699022768674, 515.4046990227687], [-3.598553784582238, 8.13144621541776, 8.901446215417762], [-11.568024735435634, 7.301975264564367, 97.53197526456437], [-61.814437677499996, 16.7755623225, 580.1855623225], [-81.19530097723134, 34.624699022768674, 515.4046990227687], [2.341327457084428, 7.331327457084428, 69.04132745708444], [-39.8814378925, 25.8385621075, 200.3185621075], [-67.7105440625, 22.9594559375, 460.1894559375], [-62.69655945983454, 30.073440540165464, 290.4034405401655], [-16.902250727317366, 12.127749272682632, 263.0977492726826], [-76.59841926217413, 28.261580737825877, 439.3015807378259], [-12.203898948205527, 8.366101051794473, 102.39610105179447], [-26.16969301, 12.770306989999998, 210.33030699], [-46.09992273989378, 13.450077260106223, 533.0000772601062], [-73.31278080654126, 22.467219193458764, 520.1872191934588], [-51.291377749999995, 19.638622249999997, 345.00862225], [-36.480808749999994, 9.369191250000002, 320.31919125], [-51.800000000000004, 15.040000000000001, 397.0], [-48.572647025, 26.527352975000003, 257.227352975], [-31.805142974999995, 13.734857025, 225.394857025]]",nsga2,1,div_off,,,,,2304253.433928297
32,20.0,81.60000000000001,3.29,5.0,6.3,1.0745146813447044,1.0745146813447044,0.0,7.3,"[[-81.19530097723134, 34.624699022768674, 515.4046990227687], [-3.598553784582238, 8.13144621541776, 8.901446215417762], [-11.568024735435634, 7.301975264564367, 97.53197526456437], [-61.814437677499996, 16.7755623225, 580.1855623225], [-81.19530097723134, 34.624699022768674, 515.4046990227687], [2.341327457084428, 7.331327457084428, 69.04132745708444], [-62.69655945983454, 30.073440540165464, 290.4034405401655], [-51.291377749999995, 19.638622249999997, 345.00862225], [-39.8814378925, 25.8385621075, 200.3185621075], [-76.59841926217413, 28.261580737825877, 439.3015807378259], [-58.664021845, 23.325978154999998, 374.035978155], [-26.16969301, 12.770306989999998, 210.33030699], [-12.203898948205527, 8.366101051794473, 102.39610105179447], [-17.87890525, 10.821094750000002, 240.12109475], [-67.7105440625, 22.9594559375, 460.1894559375], [-51.800000000000004, 15.040000000000001, 397.0], [-73.31278080654126, 22.467219193458764, 520.1872191934588], [-46.09992273989378, 13.450077260106223, 533.0000772601062], [-48.572647025, 26.527352975000003, 257.227352975], [-5.999207626560599, 10.650792373439403, 78.5007923734394]]",nsga2,1,div_off,,,,,2248675.034705445
33,20.0,81.60000000000001,3.29,5.0,6.3,1.0918357710771551,1.0918357710771551,0.0,7.45,"[[-81.19530097723134, 34.624699022768674, 515.4046990227687], [-3.598553784582238, 8.13144621541776, 8.901446215417762], [-11.568024735435634, 7.301975264564367, 97.53197526456437], [-61.814437677499996, 16.7755623225, 580.1855623225], [-81.19530097723134, 34.624699022768674, 515.4046990227687], [2.341327457084428, 7.331327457084428, 69.04132745708444], [-39.8814378925, 25.8385621075, 200.3185621075], [-26.16969301, 12.770306989999998, 210.33030699], [-58.664021845, 23.325978154999998, 374.035978155], [-65.79995719050005, 19.06004280949995, 437.0000428095], [-12.203898948205527, 8.366101051794473, 102.39610105179447], [-53.528573599999994, 13.711426400000002, 245.2714264], [-62.69655945983454, 30.073440540165464, 290.4034405401655], [-17.87890525, 10.821094750000002, 240.12109475], [-46.09992273989378, 13.450077260106223, 533.0000772601062], [-76.59841926217413, 28.261580737825877, 439.3015807378259], [-57.18907218985093, 21.780927810149063, 290.31092781014905], [-67.7105440625, 22.9594559375, 460.1894559375], [-5.999207626560599, 10.650792373439403, 78.5007923734394], [-73.31278080654126, 22.467219193458764, 520.1872191934588]]",nsga2,1,div_off,,,,,2329951.7532077897
34,20.0,81.60000000000001,3.29,5.0,6.3,1.0777407747445324,1.0777407747445324,0.0,7.15,"[[-81.19530097723134, 34.624699022768674, 515.4046990227687], [-3.598553784582238, 8.13144621541776, 8.901446215417762], [-11.568024735435634, 7.301975264564367, 97.53197526456437], [-61.814437677499996, 16.7755623225, 580.1855623225], [-81.19530097723134, 34.624699022768674, 515.4046990227687], [2.341327457084428, 7.331327457084428, 69.04132745708444], [-30.786339994155224, 11.503660005844775, 343.1136600058448], [-39.8814378925, 25.8385621075, 200.3185621075], [-20.685164750000002, 23.93483525, 188.21483525], [-76.59841926217413, 28.261580737825877, 439.3015807378259], [-62.69655945983454, 30.073440540165464, 290.4034405401655], [-58.664021845, 23.325978154999998, 374.035978155], [-57.18907218985093, 21.780927810149063, 290.31092781014905], [-12.203898948205527, 8.366101051794473, 102.39610105179447], [-54.40341306153846, 14.766586938461538, 547.0965869384615], [-5.999207626560599, 10.650792373439403, 78.5007923734394], [-53.528573599999994, 13.711426400000002, 245.2714264], [-65.79995719050005, 19.06004280949995, 437.0000428095], [-46.09992273989378, 13.450077260106223, 533.0000772601062], [-17.87890525, 10.821094750000002, 240.12109475]]",nsga2,1,div_off,,,,,2321344.333155763
35,20.0,81.60000000000001,3.29,5.0,6.3,1.0736136909022045,1.0736136909022045,0.0,7.0,"[[-81.19530097723134, 34.624699022768674, 515.4046990227687], [-3.598553784582238, 8.13144621541776, 8.901446215417762], [-11.568024735435634, 7.301975264564367, 97.53197526456437], [-61.814437677499996, 16.7755623225, 580.1855623225], [2.341327457084428, 7.331327457084428, 69.04132745708444], [-81.19530097723134, 34.624699022768674, 515.4046990227687], [-76.59841926217413, 28.261580737825877, 439.3015807378259], [-39.8814378925, 25.8385621075, 200.3185621075], [-26.410810274759996, 20.039189725240007, 150.08918972524], [-30.786339994155224, 11.503660005844775, 343.1136600058448], [-57.18907218985093, 21.780927810149063, 290.31092781014905], [-65.79995719050005, 19.06004280949995, 437.0000428095], [-58.664021845, 23.325978154999998, 374.035978155], [-68.59568654845955, 23.40431345154043, 255.40431345154045], [-12.203898948205527, 8.366101051794473, 102.39610105179447], [-5.999207626560599, 10.650792373439403, 78.5007923734394], [-46.09992273989378, 13.450077260106223, 533.0000772601062], [-17.87890525, 10.821094750000002, 240.12109475], [-38.759344475, 13.360655524999999, 275.340655525], [-33.63041125, 19.32958875, 238.06958875]]",nsga2,1,div_off,,,,,2354168.461215474
36,20.0,81.60000000000001,3.29,5.0,6.3,0.9239574752758568,0.9239574752758568,0.0,7.3,"[[-81.19530097723134, 34.624699022768674, 515.4046990227687], [-3.598553784582238, 8.13144621541776, 8.901446215417762], [-11.568024735435634, 7.301975264564367, 97.53197526456437], [-61.814437677499996, 16.7755623225, 580.1855623225], [2.341327457084428, 7.331327457084428, 69.04132745708444], [-81.19530097723134, 34.624699022768674, 515.4046990227687], [-76.59841926217413, 28.261580737825877, 439.3015807378259], [-69.24300141408756, 31.716998585912453, 390.35699858591244], [-26.410810274759996, 20.039189725240007, 150.08918972524], [-46.09992273989378, 13.450077260106223, 533.0000772601062], [-57.18907218985093, 21.780927810149063, 290.31092781014905], [-47.33315974999999, 18.78684025, 345.26684025], [-39.8814378925, 25.8385621075, 200.3185621075], [-30.786339994155224, 11.503660005844775, 343.1136600058448], [-14.905926500000001, 10.1140735, 295.2940735], [-12.203898948205527, 8.366101051794473, 102.39610105179447], [-17.87890525, 10.821094750000002, 240.12109475], [-68.59568654845955, 23.40431345154043, 255.40431345154045], [-58.664021845, 23.325978154999998, 374.035978155], [-65.79995719050005, 19.06004280949995, 437.0000428095]]",nsga2,1,div_off,,,,,2335269.848801871
37,20.0,81.60000000000001,3.29,5.0,6.3,0.9459238755212962,0.9459238755212962,0.0,7.4,"[[-81.19530097723134, 34.624699022768674, 515.4046990227687], [-3.598553784582238, 8.13144621541776, 8.901446215417762], [-11.568024735435634, 7.301975264564367, 97.53197526456437], [-61.814437677499996, 16.7755623225, 580.1855623225], [2.341327457084428, 7.331327457084428, 69.04132745708444], [-81.19530097723134, 34.624699022768674, 515.4046990227687], [-39.8814378925, 25.8385621075, 200.3185621075], [-26.410810274759996, 20.039189725240007, 150.08918972524], [-76.59841926217413, 28.261580737825877, 439.3015807378259], [-77.88358601707161, 30.886413982928403, 502.4164139829284], [-17.87890525, 10.821094750000002, 240.12109475], [-57.18907218985093, 21.780927810149063, 290.31092781014905], [-30.786339994155224, 11.503660005844775, 343.1136600058448], [-47.512340792500005, 33.3276592075, 247.2876592075], [-46.09992273989378, 13.450077260106223, 533.0000772601062], [-40.08222942375, 12.647770576250002, 392.31777057625], [-69.24300141408756, 31.716998585912453, 390.35699858591244], [-65.79995719050005, 19.06004280949995, 437.0000428095], [-68.59568654845955, 23.40431345154043, 255.40431345154045], [-14.689522804975141, 13.48047719502486, 70.41047719502485]]",nsga2,1,div_off,,,,,2363579.7544999137
38,20.0,81.60000000000001,3.29,5.0,6.3,0.9826265684861052,0.9826265684861052,0.0,7.6,"[[-81.19530097723134, 34.624699022768674, 515.4046990227687], [-3.598553784582238, 8.13144621541776, 8.901446215417762], [-11.568024735435634, 7.301975264564367, 97.53197526456437], [-61.814437677499996, 16.7755623225, 580.1855623225], [2.341327457084428, 7.331327457084428, 69.04132745708444], [-81.19530097723134, 34.624699022768674, 515.4046990227687], [-57.18907218985093, 21.780927810149063, 290.31092781014905], [-39.8814378925, 25.8385621075, 200.3185621075], [-10.293143992571611, 10.356856007428387, 53.90685600742839], [-76.59841926217413, 28.261580737825877, 439.3015807378259], [-36.2833693224721, 14.776630677527905, 365.4166306775279], [-47.512340792500005, 33.3276592075, 247.2876592075], [-68.59568654845955, 23.40431345154043, 255.40431345154045], [-21.623725706249996, 18.05627429375, 135.07627429375], [-30.786339994155224, 11.503660005844775, 343.1136600058448], [-26.410810274759996, 20.039189725240007, 150.08918972524], [-65.79995719050005, 19.06004280949995, 437.0000428095], [-69.24300141408756, 31.716998585912453, 390.35699858591244], [-44.41628733802903, 30.833712661970964, 212.18371266197096], [-77.88358601707161, 30.886413982928403, 502.4164139829284]]",nsga2,1,div_off,,,,,2336638.645291633
39,20.0,81.60000000000001,3.29,5.0,6.3,1.1475535386608988,1.1475535386608988,0.0,7.2,"[[-81.19530097723134, 34.624699022768674, 515.4046990227687], [-3.598553784582238, 8.13144621541776, 8.901446215417762], [-11.568024735435634, 7.301975264564367, 97.53197526456437], [-61.814437677499996, 16.7755623225, 580.1855623225], [-81.19530097723134, 34.624699022768674, 515.4046990227687], [2.341327457084428, 7.331327457084428, 69.04132745708444], [-57.18907218985093, 21.780927810149063, 290.31092781014905], [-36.2833693224721, 14.776630677527905, 365.4166306775279], [-76.59841926217413, 28.261580737825877, 439.3015807378259], [-47.512340792500005, 33.3276592075, 247.2876592075], [-21.623725706249996, 18.05627429375, 135.07627429375], [-26.410810274759996, 20.039189725240007, 150.08918972524], [-69.24300141408756, 31.716998585912453, 390.35699858591244], [-44.41628733802903, 30.833712661970964, 212.18371266197096], [-12.592236621568755, 10.407763378431243, 43.90776337843124], [-10.293143992571611, 10.356856007428387, 53.90685600742839], [-41.300000000000004, 17.1, 520.0], [-68.59568654845955, 23.40431345154043, 255.40431345154045], [-30.786339994155224, 11.503660005844775, 343.1136600058448], [-67.974205075007, 22.47579492499299, 485.125794924993]]",nsga2,1,div_off,,,,,2324183.5356858373
40,20.0,81.60000000000001,3.29,5.0,6.3,0.7643177718943692,0.7643177718943692,0.0,7.4,"[[-81.19530097723134, 34.624699022768674, 515.4046990227687], [-3.598553784582238, 8.13144621541776, 8.901446215417762], [-11.568024735435634, 7.301975264564367, 97.53197526456437], [2.341327457084428, 7.331327457084428, 69.04132745708444], [-61.814437677499996, 16.7755623225, 580.1855623225], [-81.19530097723134, 34.624699022768674, 515.4046990227687], [-76.59841926217413, 28.261580737825877, 439.3015807378259], [-57.18907218985093, 21.780927810149063, 290.31092781014905], [-36.2833693224721, 14.776630677527905, 365.4166306775279], [-21.623725706249996, 18.05627429375, 135.07627429375], [-30.786339994155224, 11.503660005844775, 343.1136600058448], [-69.24300141408756, 31.716998585912453, 390.35699858591244], [-68.59568654845955, 23.40431345154043, 255.40431345154045], [-47.512340792500005, 33.3276592075, 247.2876592075], [-67.974205075007, 22.47579492499299, 485.125794924993], [-26.410810274759996, 20.039189725240007, 150.08918972524], [-41.300000000000004, 17.1, 520.0], [-28.658770109999995, 29.191229890000006, 197.14122989], [-61.814437677499996, 16.7755623225, 580.1855623225], [-13.693175499999999, 9.586824500000002, 225.0068245]]",nsga2,1,div_off,,,,,2289627.9351849635
41,20.0,81.60000000000001,3.29,5.0,6.3,0.7801634165174198,0.7801634165174198,0.0,7.4,"[[-81.19530097723134, 34.624699022768674, 515.4046990227687], [-3.598553784582238, 8.13144621541776, 8.901446215417762], [-11.568024735435634, 7.301975264564367, 97.53197526456437], [2.341327457084428, 7.331327457084428, 69.04132745708444], [-81.19530097723134, 34.624699022768674, 515.4046990227687], [-61.814437677499996, 16.7755623225, 580.1855623225], [-76.59841926217413, 28.261580737825877, 439.3015807378259], [-30.786339994155224, 11.503660005844775, 343.1136600058448], [-69.24300141408756, 31.716998585912453, 390.35699858591244], [-36.2833693224721, 14.776630677527905, 365.4166306775279], [-13.693175499999999, 9.586824500000002, 225.0068245], [-68.59568654845955, 23.40431345154043, 255.40431345154045], [-21.623725706249996, 18.05627429375, 135.07627429375], [-47.512340792500005, 33.3276592075, 247.2876592075], [-57.18907218985093, 21.780927810149063, 290.31092781014905], [-67.974205075007, 22.47579492499299, 485.125794924993], [-28.658770109999995, 29.191229890000006, 197.14122989], [-41.300000000000004, 17.1, 520.0], [-26.20620108999129, 15.60379891000871, 173.29379891000872], [-58.902133969807686, 20.507866030192307, 570.2978660301923]]",nsga2,1,div_off,,,,,2292583.2512368783
42,20.0,81.60000000000001,3.29,5.0,6.3,0.9495821137952052,0.9495821137952052,0.0,7.25,"[[-81.19530097723134, 34.624699022768674, 515.4046990227687], [-3.598553784582238, 8.13144621541776, 8.901446215417762], [-11.568024735435634, 7.301975264564367, 97.53197526456437], [2.341327457084428, 7.331327457084428, 69.04132745708444], [-81.19530097723134, 34.624699022768674, 515.4046990227687], [-61.814437677499996, 16.7755623225, 580.1855623225], [-76.59841926217413, 28.261580737825877, 439.3015807378259], [-21.623725706249996, 18.05627429375, 135.07627429375], [-13.693175499999999, 9.586824500000002, 225.0068245], [-69.24300141408756, 31.716998585912453, 390.35699858591244], [-68.59568654845955, 23.40431345154043, 255.40431345154045], [-47.512340792500005, 33.3276592075, 247.2876592075], [-58.902133969807686, 20.507866030192307, 570.2978660301923], [-67.974205075007, 22.47579492499299, 485.125794924993], [-28.658770109999995, 29.191229890000006, 197.14122989], [-41.300000000000004, 17.1, 520.0], [-30.786339994155224, 11.503660005844775, 343.1136600058448], [-26.20620108999129, 15.60379891000871, 173.29379891000872], [-51.3855137821851, 21.194486217814916, 427.2144862178149], [-3.598553784582238, 8.13144621541776, 8.901446215417762]]",nsga2,1,div_off,,,,,2276410.6746372664
43,20.0,81.60000000000001,3.29,5.0,6.3,0.9383173894489704,0.9383173894489704,0.0,7.65,"[[-81.19530097723134, 34.624699022768674, 515.4046990227687], [-3.598553784582238, 8.13144621541776, 8.901446215417762], [-11.568024735435634, 7.301975264564367, 97.53197526456437], [2.341327457084428, 7.331327457084428, 69.04132745708444], [-61.814437677499996, 16.7755623225, 580.1855623225], [-81.19530097723134, 34.624699022768674, 515.4046990227687], [-76.59841926217413, 28.261580737825877, 439.3015807378259], [-25.524794625000002, 10.545205375, 327.075205375], [-36.8763111375, 14.753688862499999, 464.0236888625], [-68.59568654845955, 23.40431345154043, 255.40431345154045], [-28.658770109999995, 29.191229890000006, 197.14122989], [-51.3855137821851, 21.194486217814916, 427.2144862178149], [-69.24300141408756, 31.716998585912453, 390.35699858591244], [-41.300000000000004, 17.1, 520.0], [-21.623725706249996, 18.05627429375, 135.07627429375], [-67.974205075007, 22.47579492499299, 485.125794924993], [-26.20620108999129, 15.60379891000871, 173.29379891000872], [-46.916045011079916, 23.24395498892008, 342.0839549889201], [-58.902133969807686, 20.507866030192307, 570.2978660301923], [-3.598553784582238, 8.13144621541776, 8.901446215417762]]",nsga2,1,div_off,,,,,2271120.818568196
